filename,chroma_stft,spec_cent,spec_bw,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,raga
asavari02.wav-1,0.37607744,1439.862444305699,1281.0388545744577,0.297782,-139.87114,239.32205,-87.43448,-13.5478735,-1.609365,-45.211124,5.4972844,-5.6660533,-19.940535,-4.3783484,-22.61616,-9.582654,-0.052149948,-17.27521,-2.9131095,-3.3730907,-12.370924,0.31919813,-11.206284,-18.732347,asavari
asavari02.wav-2,0.31513983,1355.1256292424453,1386.4558427113218,0.24083863,-214.90245,197.64377,-38.551083,-32.92189,-22.325026,-26.444605,2.683548,-9.509223,-12.493304,-7.9546213,-25.205204,-3.481429,11.796933,-13.77813,-16.596474,-9.859427,-11.047568,-5.263128,-13.379103,-18.633663,asavari
asavari02.wav-3,0.32524344,1253.0385426302807,1382.921387017596,0.22792447,-225.65457,209.78046,-24.559025,-27.80753,-7.0693707,-15.61172,-9.056824,-17.875366,-11.00276,-11.095099,-25.832108,0.08584707,11.896286,-14.297499,-16.483452,-9.999913,-10.342858,-2.7581322,-8.3726,-16.493061,asavari
asavari02.wav-4,0.31696418,1170.690513777082,1375.5667379308852,0.23815231,-227.66698,218.68288,-14.943525,-31.605728,-6.969312,-6.244511,-8.379301,-26.015738,-14.58425,-9.0097475,-26.720953,-3.3900127,12.678091,-12.963215,-19.021448,-12.292643,-10.757685,-0.3232854,-3.9396327,-16.868238,asavari
asavari02.wav-5,0.31058267,1183.9499296800218,1322.8561791377044,0.2557717,-220.47264,222.2153,-20.449331,-30.402437,-19.960594,-24.456322,-3.550257,-11.64703,-8.152791,-8.164978,-30.481392,-4.702657,17.69164,-11.219218,-22.72119,-15.28927,-10.824638,-0.86266655,-8.539394,-20.181402,asavari
asavari02.wav-6,0.27990526,1339.3200627610045,1457.751131916549,0.24955904,-213.27354,197.8018,-32.106533,-27.264235,-16.620083,-23.213987,-4.436094,-14.438821,-9.012261,-8.393514,-26.931816,-4.190531,7.535997,-15.423497,-19.735407,-17.346252,-9.163902,4.021428,-8.356129,-18.389708,asavari
asavari02.wav-7,0.26339987,1345.341574291415,1429.365226814729,0.26458633,-206.83112,200.59721,-38.850494,-25.08077,-24.351122,-29.270948,2.634937,-14.489473,-10.393134,-3.5337274,-27.785408,-6.703393,7.624531,-16.807167,-20.692387,-17.477068,-7.8801947,4.7105117,-11.402869,-18.661352,asavari
asavari02.wav-8,0.29078948,1291.3512798592235,1547.2858425322909,0.22287077,-227.16766,195.32152,-18.414003,-25.3999,-6.6092834,-11.789646,-9.461769,-20.508852,-10.624502,-7.6660156,-24.676731,-7.374873,4.9070125,-15.155577,-22.461798,-15.009961,-2.8342762,3.4546359,-10.172827,-16.417246,asavari
asavari02.wav-9,0.31353438,1219.876172073693,1441.71458859702,0.22496593,-230.3181,212.289,-17.200874,-31.445452,-16.427896,-19.762674,-4.4996552,-12.845723,-12.113758,-8.350371,-23.15936,-4.9013233,11.96335,-11.639596,-22.341602,-13.771891,-5.5898027,1.5879337,-8.792027,-16.751453,asavari
asavari02.wav-10,0.33661565,1291.6371834891431,1566.9551396910326,0.1802961,-242.10254,192.82693,-16.807375,-28.120298,-9.730185,-17.327202,-5.006217,-8.894906,-15.900111,-14.326628,-16.84808,-2.0404913,5.44237,-12.453356,-17.543041,-10.393619,-4.604981,1.8970048,-7.1169076,-18.461952,asavari
asavari03.wav-1,0.37607744,1439.8628978701945,1281.026322124783,0.297782,-139.87115,239.32207,-87.434494,-13.547882,-1.6093532,-45.211178,5.4973283,-5.6660714,-19.940584,-4.378276,-22.616243,-9.58263,-0.052127272,-17.275265,-2.9130936,-3.3730645,-12.371005,0.31926996,-11.206313,-18.732388,asavari
asavari03.wav-2,0.3151399,1355.1337825179846,1386.6060634355058,0.24083863,-214.9024,197.64374,-38.550983,-32.92198,-22.324892,-26.444727,2.6836822,-9.509224,-12.493334,-7.954506,-25.20525,-3.481316,11.796863,-13.7780695,-16.59638,-9.859535,-11.047382,-5.263197,-13.379093,-18.633507,asavari
asavari03.wav-3,0.3252434,1252.9427313710837,1382.341723615054,0.22792448,-225.65439,209.78049,-24.55941,-27.80699,-7.0698833,-15.6114645,-9.056827,-17.875463,-11.002845,-11.094634,-25.832794,0.08649088,11.895811,-14.297329,-16.483446,-9.999876,-10.343012,-2.7578018,-8.373042,-16.492704,asavari
asavari03.wav-4,0.3169643,1170.7986464382495,1376.0596011322095,0.23815231,-227.66605,218.6818,-14.942982,-31.60585,-6.9693246,-6.244832,-8.378644,-26.016567,-14.5835085,-9.010311,-26.720673,-3.3901162,12.67806,-12.963287,-19.02129,-12.292899,-10.757444,-0.32343435,-3.939721,-16.868021,asavari
asavari03.wav-5,0.31058273,1183.8879384091824,1322.569103801661,0.2557717,-220.47289,222.21558,-20.449518,-30.40245,-19.96064,-24.456135,-3.5504856,-11.646962,-8.152863,-8.164947,-30.481457,-4.702582,17.691526,-11.219254,-22.721008,-15.289474,-10.824479,-0.8629197,-8.539119,-20.181694,asavari
asavari03.wav-6,0.27990526,1339.193089745293,1457.1824027543214,0.24955903,-213.27338,197.80153,-32.1061,-27.26465,-16.619759,-23.214136,-4.435961,-14.438961,-9.011979,-8.393844,-26.931559,-4.190681,7.536038,-15.42345,-19.735342,-17.346394,-9.16378,4.021454,-8.356184,-18.389626,asavari
asavari03.wav-7,0.26339984,1345.435377619381,1429.8072211582255,0.26458633,-206.83127,200.59735,-38.850536,-25.080904,-24.35097,-29.271154,2.6350126,-14.489545,-10.393122,-3.5338643,-27.78535,-6.703484,7.624514,-16.807184,-20.692461,-17.477142,-7.8800297,4.7102766,-11.402821,-18.661285,asavari
asavari03.wav-8,0.29078948,1291.2474251177275,1546.9230630137513,0.22287075,-227.16797,195.32195,-18.41434,-25.399736,-6.6094246,-11.789469,-9.461959,-20.508692,-10.624652,-7.665891,-24.67674,-7.374961,4.907163,-15.155815,-22.461689,-15.009826,-2.8344312,3.4546282,-10.172697,-16.417418,asavari
asavari03.wav-9,0.31353426,1219.8405477654278,1441.5196292135802,0.22496593,-230.31764,212.28848,-17.20043,-31.445852,-16.427326,-19.763298,-4.499129,-12.846103,-12.113533,-8.350443,-23.159271,-4.901503,11.963506,-11.639595,-22.3417,-13.771811,-5.5899487,1.5881295,-8.79223,-16.751112,asavari
asavari03.wav-10,0.33661565,1291.4852794189112,1566.233681113133,0.18029611,-242.10281,192.82715,-16.807402,-28.120342,-9.730236,-17.327078,-5.00637,-8.89478,-15.900263,-14.326551,-16.848131,-2.0403569,5.4421124,-12.453159,-17.543158,-10.393582,-4.6051254,1.8972255,-7.117201,-18.46168,asavari
asavari04.wav-1,0.3684787,1190.6721717411892,1286.477205677853,0.24840724,-188.70673,232.31111,-40.487595,-24.24739,-5.4571424,-29.152699,-6.472809,-13.406901,-15.630837,-7.870615,-30.372883,-14.923524,8.654308,-11.520692,-10.861891,-1.5757273,-11.606468,-3.8017159,-0.9402382,-12.166096,asavari
asavari04.wav-2,0.31737828,1318.860886093501,1481.5616761761044,0.21002935,-209.73735,199.04372,-40.869972,-24.421389,-17.473742,-30.819212,-5.3445606,-16.54974,-14.133309,-10.055262,-31.934965,-11.315695,5.764721,-12.926256,-10.693715,-5.542725,-6.401883,1.073972,-7.5603113,-13.919641,asavari
asavari04.wav-3,0.336629,1266.624512788086,1572.482274796451,0.18057846,-228.76337,201.19968,-25.35285,-19.408253,-4.534961,-19.807875,-10.264873,-19.819809,-15.51196,-11.397627,-27.053717,-7.1861687,4.2214446,-16.971853,-10.424407,-1.8233293,-9.088458,-0.12821548,-0.70346767,-12.687062,asavari
asavari04.wav-4,0.3443643,1247.2027177109746,1583.2666329231915,0.18005557,-224.61996,200.9171,-18.144577,-22.440233,-2.2962325,-16.59254,-12.197857,-18.748465,-17.628845,-11.374583,-21.69225,-9.920504,0.8131786,-15.190927,-12.512564,-2.1260846,-5.7324133,0.35025612,0.088440284,-11.363982,asavari
asavari04.wav-5,0.33118868,1189.4139888912057,1473.800375250648,0.21416038,-213.45348,221.65009,-21.64264,-27.293074,-20.448246,-33.458805,-6.041333,-6.6004615,-13.405702,-12.57384,-24.382761,-5.593289,11.148817,-10.791112,-16.539946,-6.224948,-5.2699294,-1.1594731,-8.208108,-17.405624,asavari
asavari04.wav-6,0.29392225,1391.9342406461114,1525.5169631116876,0.22302148,-206.26901,193.59612,-40.58963,-25.475836,-22.597467,-33.444565,-5.4495783,-16.532637,-17.140396,-12.507506,-24.30705,-3.7226508,2.8746881,-17.748587,-13.961849,-4.4846854,-1.185412,0.83937216,-7.463116,-8.822066,asavari
asavari04.wav-7,0.30661196,1290.932662345699,1559.005159244561,0.21965182,-203.08325,195.47429,-22.484434,-22.290943,-23.17268,-33.639137,-5.5463,-11.847544,-16.44328,-14.613566,-23.421577,-2.6730647,4.6339507,-16.279959,-15.05321,-8.542816,-4.617726,3.2364829,-6.312329,-11.819093,asavari
asavari04.wav-8,0.31660178,1285.0160515944176,1633.0840777829103,0.18685372,-234.74075,189.9579,-16.210144,-26.572458,0.79188055,-6.7719636,-19.213018,-31.220406,-17.720345,-12.015824,-24.520765,-8.140136,0.77602047,-16.581894,-14.568665,-6.0384336,-4.1579695,2.3250136,-4.4971156,-12.335128,asavari
asavari04.wav-9,0.3461552,1225.551533576349,1499.8307511842263,0.19141212,-221.8692,207.63272,-22.984982,-30.596992,-16.41946,-26.194283,-9.492154,-14.402552,-17.701466,-15.090839,-23.775732,-5.231258,7.1862326,-11.756552,-14.737652,-8.916813,-4.8689666,5.6977844,-3.512804,-14.359344,asavari
asavari04.wav-10,0.34441778,1231.1001743717925,1549.1832255603338,0.15490116,-233.14795,199.36816,-22.480843,-24.319723,-6.0226355,-18.935877,-10.662302,-19.748316,-21.650478,-15.019903,-22.391832,-7.414825,1.289573,-16.09645,-11.170003,-1.6953241,-5.3549457,1.6218047,-1.8230473,-12.8142185,asavari
asavari05.wav-1,0.3562773,1153.0243597089905,1140.963939233701,0.32979012,-147.5506,236.78177,-54.612537,-19.418478,2.4924712,-27.971302,-0.5050348,-16.709515,-33.891228,-20.541183,-27.599218,-10.506211,0.3561404,-19.442118,-5.809114,2.1062624,-14.537339,-7.8294806,-7.646087,-13.535989,asavari
asavari05.wav-2,0.3182844,1174.825760436961,1202.6519701990692,0.31994417,-156.65744,227.21025,-58.134876,-14.745508,-0.43931913,-31.547197,-2.7657788,-20.851978,-33.182682,-22.109163,-31.300756,-11.000715,-5.4947524,-24.554028,-6.009842,0.4128121,-11.948599,-6.5914164,-12.285996,-12.127621,asavari
asavari05.wav-3,0.32307804,1177.0319371281062,1186.5384799347132,0.31868416,-154.6381,233.74318,-58.4955,-14.488395,-0.32697156,-32.21118,0.64078665,-17.84583,-33.02826,-19.695911,-29.59784,-10.3982725,-3.0513098,-24.168129,-6.618374,-0.16029024,-14.027542,-5.105041,-8.734256,-11.28438,asavari
asavari05.wav-4,0.30557883,1130.1374059070515,1170.4489884612228,0.29965708,-164.87103,229.23264,-51.183395,-13.897597,8.351332,-25.458012,-8.844945,-24.910116,-32.73927,-18.27262,-25.248579,-9.331661,-4.8893743,-23.416422,-8.742822,-3.828247,-12.500724,0.25107026,-4.4205337,-13.326148,asavari
asavari05.wav-5,0.31226066,1133.4465265431943,1165.411440215334,0.30345914,-166.48209,236.8417,-55.910885,-13.561798,2.0939605,-31.738981,-5.185888,-23.350922,-32.524975,-16.463686,-26.96776,-9.273594,-3.152836,-24.79331,-9.748049,-5.1143084,-14.487648,-0.16918343,-6.0049567,-15.183715,asavari
asavari05.wav-6,0.3034968,1169.9638767795634,1168.4182048951625,0.29571488,-164.86624,231.30986,-54.7905,-16.22783,-4.7140937,-34.98679,-3.9569912,-21.002707,-31.951187,-17.41607,-26.25684,-8.1261835,-3.1561086,-25.355404,-11.644552,-5.1655474,-12.24339,0.23769698,-4.8379335,-13.018608,asavari
asavari05.wav-7,0.29433954,1212.3832362821393,1214.4453090919044,0.2997592,-160.13869,220.50883,-55.43736,-15.120359,-2.8327184,-32.279114,-5.6004696,-26.66641,-35.06129,-16.257378,-25.972258,-11.36837,-6.7239795,-27.263983,-12.144113,-3.7608907,-10.474924,0.013089843,-5.6704535,-11.690164,asavari
asavari05.wav-8,0.31455308,1194.415099399415,1203.7935604517725,0.28931987,-167.01208,231.15714,-60.292774,-13.318329,4.0337343,-29.562674,-7.5864625,-27.925447,-32.69314,-16.868948,-27.954405,-8.780215,-5.4375424,-27.236952,-9.570257,-3.314629,-11.576221,-0.680014,-7.47308,-12.552803,asavari
asavari05.wav-9,0.32290024,1170.8156823564498,1177.765900268591,0.29661378,-161.02403,231.25058,-54.89593,-16.883553,-4.303364,-33.268044,-3.4723616,-23.133066,-32.76663,-15.965784,-26.83372,-8.756944,-2.2449067,-25.399065,-10.22152,-4.1485257,-15.323758,-1.9175,-4.175784,-11.182921,asavari
asavari05.wav-10,0.3010186,1140.105025838017,1177.848248041761,0.30905944,-159.75912,226.8651,-50.791107,-14.866783,8.747555,-25.041077,-8.666679,-23.234547,-33.251675,-20.497278,-25.293648,-8.888021,-6.4324894,-25.313904,-7.214744,-0.6788754,-13.18893,-1.7554574,-4.923731,-14.9759035,asavari
asavari25.wav-1,0.36540645,3502.2938393779623,4144.051744545436,0.049095355,-354.999,95.2733,-18.773222,35.80507,13.910564,4.48447,-1.3406291,5.113603,-2.7511778,0.11078107,2.1406052,4.1002584,-1.4920365,-4.5650764,-12.15699,-0.7692122,1.0663266,-6.273181,-4.2180448,1.4934502,asavari
asavari25.wav-2,0.2991365,2751.302513767984,3523.006668264344,0.07604319,-320.37653,101.117226,-28.938,37.42019,3.8587599,-2.7144196,-1.9802722,8.523838,-5.757591,0.25460404,2.0808406,-1.1268803,-4.570509,-6.5941796,-15.078856,-4.140496,-2.4611397,-8.47196,-6.6457562,0.15181533,asavari
asavari25.wav-3,0.28602466,2913.288942658113,3493.250331870448,0.07951421,-312.18726,96.92821,-36.38243,37.983063,3.7754972,-0.5689691,0.41412383,6.345472,-6.4634175,0.047328904,2.3482592,-0.6588178,-5.2078853,-5.497759,-16.079372,-3.7858756,-4.1287923,-9.671348,-5.655459,0.528357,asavari
asavari25.wav-4,0.26171756,2860.681821501712,3471.6516439365478,0.085249566,-319.2296,98.37476,-40.115444,30.919832,-1.2885767,-7.8884916,0.2533064,6.2276535,-7.6391635,-1.0856783,-1.2581748,-0.9767595,-2.966558,-5.2034807,-15.962369,-2.689554,-1.2910968,-6.85025,7.760637,13.100146,asavari
asavari25.wav-5,0.3172569,2780.4431036862884,3567.487269680801,0.059700023,-324.8225,110.63941,-25.132706,27.195889,-2.7597225,-2.9306233,1.4836103,10.3042555,-4.818399,-5.3989644,4.6648493,3.9135454,-5.370619,-3.69915,-9.385432,-0.19442065,0.9206159,-7.6223526,-5.9098644,-2.916532,asavari
asavari25.wav-6,0.2875039,2595.91675491264,3438.9364779494763,0.060913216,-326.5696,112.08093,-23.050364,29.280521,-2.7138724,-4.95117,2.0135717,10.777961,-6.4834504,-6.1579547,5.400911,4.2005625,-5.3119197,-4.560351,-11.111798,-1.5633596,-0.5689717,-7.906618,-5.471604,-4.971789,asavari
asavari25.wav-7,0.32521048,2920.924520685569,3747.0621701807454,0.051791277,-335.2099,105.982216,-21.835903,35.282734,5.7865915,-0.7634132,-0.69627404,7.716874,-4.843136,-0.9597028,4.9009576,2.4573355,-4.1870418,-6.533289,-10.383485,-1.1449713,0.8001915,-5.4309096,-6.155895,-2.260309,asavari
asavari25.wav-8,0.3168848,2847.714728617555,3660.2245260352224,0.05716578,-331.1191,104.42798,-22.40164,36.127476,7.652098,-0.4481441,-3.2360244,7.3498554,-4.7941833,-1.4265299,4.651631,3.3217847,-5.627329,-6.7325497,-11.214202,-3.1591802,0.31004182,-4.869032,-6.602223,-1.9234061,asavari
asavari25.wav-9,0.3057658,3163.831958768353,3655.0094806409866,0.058517687,-321.90292,91.83347,-33.668213,43.512405,11.201302,0.8849544,-6.247803,3.4525402,-6.7981315,2.4110298,4.4076233,1.8729018,-2.221427,-8.189714,-13.4132395,0.6148212,0.8060054,-8.603729,-4.1587567,0.5756104,asavari
asavari25.wav-10,0.3388908,3098.6331553986706,4111.320101630468,0.048550185,-363.15643,103.21812,-12.644233,32.28461,9.377965,-0.8622424,-1.7144041,9.702004,-1.1664065,-1.2150863,3.291713,3.6464424,-3.2893984,-3.8364847,-9.268944,-1.732884,-0.37144774,-6.8202696,-6.3588343,-1.6077898,asavari
asavari26.wav-1,0.3326378,2969.5621862524654,3988.917749693557,0.0066339555,-542.6957,103.57865,-10.214966,37.999264,12.110918,7.6624427,-2.2798274,0.14838393,-4.1729226,1.1308006,1.3443134,5.7073436,-1.1831263,-9.9661045,-6.758804,0.72177863,-2.3346682,-4.126087,-3.9857013,0.117385894,asavari
asavari26.wav-2,0.35907125,2149.29562376343,3674.823520187623,0.0075641326,-547.6253,121.79559,-3.0580173,30.756603,8.862729,3.384592,5.2401156,10.438921,1.0413773,5.2783194,8.294011,7.223834,-1.3674896,-8.975619,-5.2283635,3.8645062,-2.7551053,-3.068627,0.3568968,-2.9620166,asavari
asavari26.wav-3,0.2782676,2579.875448409417,3622.452979188561,0.009252878,-527.5993,107.35059,-18.058546,33.01486,6.648186,5.806988,2.8065097,3.0424864,-7.5365796,4.136137,6.659744,2.6523342,-3.4971528,-9.176698,-8.894085,3.4209583,-5.665132,-12.05504,-2.6026938,-0.0058179726,asavari
asavari26.wav-4,0.30273426,2597.6011043437534,3593.6136139991013,0.008785173,-535.09186,100.94544,-25.426268,30.17132,8.503691,5.127167,0.6295942,1.5150584,-3.7800918,6.171115,4.6925845,4.404633,1.0998453,-4.216244,-7.4072895,4.849638,0.59006494,-7.84823,5.2446275,13.710939,asavari
asavari26.wav-5,0.27724755,2651.948959036174,3916.445055532896,0.007577176,-544.7442,104.34539,-15.018898,28.198914,4.24048,0.4935455,1.6868018,1.949174,-7.7004027,4.8131285,3.9545414,0.3431225,-4.1544256,-6.4137297,-9.191116,3.3039956,-2.5334718,-10.955745,-0.6598051,7.4359474,asavari
asavari26.wav-6,0.27770552,2523.600497571799,3687.475234241304,0.008648072,-533.8505,104.6844,-21.155186,30.65753,6.753249,2.6895206,2.6628578,3.9804459,-3.5124588,5.5121374,4.9551134,2.899356,-1.627275,-4.9000945,-10.791567,5.1209598,0.5171572,-8.696786,7.1299524,16.532515,asavari
asavari26.wav-7,0.36612892,2639.0583293625577,3824.7097250560496,0.006693346,-531.71985,114.97063,-11.320905,28.56415,7.6852713,10.55735,3.4432309,7.684496,0.21378432,1.7991081,9.019364,10.578385,-1.1499971,-8.219512,-5.1714215,5.6883993,-0.0047405083,-2.66488,-1.0597966,-0.36208126,asavari
asavari26.wav-8,0.27900606,2498.6563359516504,3515.547430942759,0.00875802,-534.89154,109.84378,-12.68648,34.88333,4.83863,-0.09688643,-0.11403344,6.5885153,-3.4271264,2.5714073,2.285564,3.2509646,1.4454238,-8.301583,-8.185979,4.296661,-2.901523,-9.349547,-3.174951,-0.07594002,asavari
asavari26.wav-9,0.32910043,2457.3163696454094,3607.811615193438,0.0076740137,-528.91644,115.25903,-11.379655,37.89319,11.16288,7.8491893,2.125218,6.6382446,0.785086,0.9775259,5.0272713,9.597124,1.6318766,-9.212875,-6.377952,5.405284,-0.46240854,-4.5593433,-1.947294,-0.07093561,asavari
asavari26.wav-10,0.4076998,2492.855903700005,4079.593591649996,0.006382754,-562.33545,115.83543,-1.1422929,28.991863,13.915421,12.271202,7.1589417,8.58921,2.3090334,3.7802157,7.498994,9.679117,1.0214623,-5.6947494,-2.085554,4.3259015,-1.243261,-1.3376467,-0.3987149,-0.13127007,asavari
asavari27.wav-1,0.34312725,3126.9318849581587,3859.524497935071,0.041935243,-356.17212,104.41022,-17.179646,34.05378,9.125358,4.167915,-2.8064113,5.6006174,-2.9526002,-1.9667633,6.3034763,5.7900953,-2.5570502,-8.733756,-8.280878,1.4150492,-1.0798292,-6.102557,-6.401135,0.8736575,asavari
asavari27.wav-2,0.30752903,2389.7417101962137,3804.803844659813,0.04340948,-364.46252,120.77293,-6.1810846,28.484327,10.435324,3.346228,-1.8727233,9.170034,0.9567523,-4.1593513,1.7761316,5.664028,-2.8848543,-10.157327,-7.9884796,-0.6274198,-2.263389,-4.1661267,-5.374101,-2.313652,asavari
asavari27.wav-3,0.29449877,2743.6743772351538,3681.887359231592,0.047852386,-355.4391,107.5679,-21.435728,31.271404,2.8059058,-0.09469299,3.3660562,5.4505224,-4.5583515,-3.4290235,3.6814122,5.185378,-2.230177,-7.618212,-8.161501,-1.9536986,-4.1912894,-6.180784,-5.60997,-1.9496262,asavari
asavari27.wav-4,0.30099604,2726.589064186362,3682.10716222256,0.048676647,-354.68124,107.067024,-19.611105,34.60447,6.5106025,0.6011255,-1.0235242,5.575545,-4.675179,0.25782728,9.562564,1.9916023,-5.5023546,-7.658254,-9.5492325,-1.7514927,-2.801447,-6.70509,-8.675162,-2.652465,asavari
asavari27.wav-5,0.29021302,2825.070563966205,3742.983682454392,0.049832013,-363.7112,102.05514,-21.4165,33.00507,5.603556,1.5262512,2.3513951,3.9264805,-4.427808,-0.9711968,5.903975,3.3569584,-4.3128324,-8.124647,-9.510186,-0.37941736,-3.8420277,-8.738824,-4.015888,1.9656978,asavari
asavari27.wav-6,0.30168068,2828.712314861014,3773.182916795356,0.043733504,-357.42523,107.13737,-21.76248,29.283722,6.5919123,4.2197657,0.008476309,0.22138421,-4.112006,0.24168806,3.0201259,4.304396,-1.8839898,-8.842937,-9.2285,3.1519356,-1.5179021,-8.969112,-4.021588,0.84856087,asavari
asavari27.wav-7,0.29618964,2686.254608856103,3795.0376874094018,0.042375278,-362.7066,108.84997,-14.480466,31.35591,4.8279505,2.5314326,0.66245013,5.4708333,-3.144929,-2.817215,3.5833023,4.7620273,-2.1231563,-10.22721,-7.918189,1.7710503,-1.4898784,-5.2105093,-5.453886,-2.9596047,asavari
asavari27.wav-8,0.2993538,2601.114360138866,3740.902717989103,0.044939455,-354.0961,112.089745,-13.937202,36.58653,11.193786,7.061727,-0.035831794,4.429135,-4.720998,-3.2381265,5.917971,4.592939,-2.7104902,-8.323622,-7.778897,-0.820541,-1.2724836,-4.977378,-8.377389,-0.38047522,asavari
asavari27.wav-9,0.30183443,2928.854597175244,3772.990308059735,0.043363687,-352.08286,103.61662,-20.721792,40.098835,10.495208,3.6331303,-0.8472823,3.815126,-4.173023,-2.3318925,4.8563757,4.7351565,-0.643137,-8.81384,-9.776261,1.4092569,0.33806077,-5.9036145,-8.502051,-0.9091096,asavari
asavari27.wav-10,0.3438221,2931.095665526638,4084.472084930845,0.037301954,-379.54373,108.25034,-6.166145,33.671894,12.380828,4.944085,1.1859211,6.4845796,-2.5487592,-1.5654589,5.8692775,3.9622896,-2.3251143,-5.8499417,-7.6246295,-0.74374914,-1.295479,-4.9438667,-7.084782,-1.0400463,asavari
asavari28.wav-1,0.35196567,3183.1011211378127,3881.2514800752288,0.042536724,-352.01907,101.638,-18.553846,35.58592,6.904793,6.732089,0.2771818,6.151185,-3.7933414,-2.2576737,6.013002,5.956901,-0.8195454,-8.081843,-7.9890814,0.3524238,-0.9307888,-4.678334,-6.94406,-0.31335896,asavari
asavari28.wav-2,0.30797297,2476.1686150153328,3820.642214433354,0.044445623,-357.4945,117.991554,-7.9276547,30.440943,7.879694,4.208477,-2.416337,10.848948,0.23687065,-6.4851146,4.4252615,5.9669123,-3.7604728,-9.478819,-7.0226965,-2.818495,-3.6873777,-2.869892,-5.5689754,-2.4503882,asavari
asavari28.wav-3,0.2990769,2665.1154430260617,3730.294410014004,0.046414733,-359.58395,108.25741,-18.074724,32.013485,3.8659935,0.82137907,2.7304265,6.5652466,-1.2449459,-3.474384,2.2215745,5.334961,-2.3052096,-8.336503,-7.4264364,-1.0704529,-4.747585,-5.3330274,-4.888884,-3.8184857,asavari
